"_defaultColorIndex","id","lineKey","lineVal","name","step"
"11","dnq3rcgq","convolution-std","5642.700920684101","celeba-small_vs_cifar100_test_goofing","-12.857142857142858"
"11","dnq3rcgq","convolution-std","5633.619356716903","celeba-small_vs_cifar100_test_goofing","-12.647058823529411"
"11","dnq3rcgq","convolution-std","5624.344058686512","celeba-small_vs_cifar100_test_goofing","-12.436974789915967"
"11","dnq3rcgq","convolution-std","5614.881543810358","celeba-small_vs_cifar100_test_goofing","-12.22689075630252"
"11","dnq3rcgq","convolution-std","5605.240866101127","celeba-small_vs_cifar100_test_goofing","-12.016806722689076"
"11","dnq3rcgq","convolution-std","5595.434271760922","celeba-small_vs_cifar100_test_goofing","-11.806722689075631"
"11","dnq3rcgq","convolution-std","5585.478474809118","celeba-small_vs_cifar100_test_goofing","-11.596638655462185"
"11","dnq3rcgq","convolution-std","5575.395944502643","celeba-small_vs_cifar100_test_goofing","-11.38655462184874"
"11","dnq3rcgq","convolution-std","5565.216696983591","celeba-small_vs_cifar100_test_goofing","-11.176470588235293"
"11","dnq3rcgq","convolution-std","5554.981714435124","celeba-small_vs_cifar100_test_goofing","-10.966386554621849"
"11","dnq3rcgq","convolution-std","5544.745259550155","celeba-small_vs_cifar100_test_goofing","-10.756302521008402"
"11","dnq3rcgq","convolution-std","5534.579280923463","celeba-small_vs_cifar100_test_goofing","-10.546218487394958"
"11","dnq3rcgq","convolution-std","5524.576044870718","celeba-small_vs_cifar100_test_goofing","-10.336134453781513"
"11","dnq3rcgq","convolution-std","5514.850465138066","celeba-small_vs_cifar100_test_goofing","-10.126050420168067"
"11","dnq3rcgq","convolution-std","5505.541225039975","celeba-small_vs_cifar100_test_goofing","-9.915966386554622"
"11","dnq3rcgq","convolution-std","5496.810036034986","celeba-small_vs_cifar100_test_goofing","-9.705882352941176"
"11","dnq3rcgq","convolution-std","5488.839613738212","celeba-small_vs_cifar100_test_goofing","-9.495798319327731"
"11","dnq3rcgq","convolution-std","5481.828821580976","celeba-small_vs_cifar100_test_goofing","-9.285714285714285"
"11","dnq3rcgq","convolution-std","5475.985165963656","celeba-small_vs_cifar100_test_goofing","-9.07563025210084"
"11","dnq3rcgq","convolution-std","5471.518001040035","celeba-small_vs_cifar100_test_goofing","-8.865546218487395"
"11","dnq3rcgq","convolution-std","5468.63436169082","celeba-small_vs_cifar100_test_goofing","-8.655462184873949"
"11","dnq3rcgq","convolution-std","5467.53873561129","celeba-small_vs_cifar100_test_goofing","-8.445378151260504"
"11","dnq3rcgq","convolution-std","5468.434117499567","celeba-small_vs_cifar100_test_goofing","-8.235294117647058"
"11","dnq3rcgq","convolution-std","5471.520110834323","celeba-small_vs_cifar100_test_goofing","-8.025210084033613"
"11","dnq3rcgq","convolution-std","5476.9833142926345","celeba-small_vs_cifar100_test_goofing","-7.815126050420169"
"11","dnq3rcgq","convolution-std","5484.975463155407","celeba-small_vs_cifar100_test_goofing","-7.605042016806722"
"11","dnq3rcgq","convolution-std","5495.572642010623","celeba-small_vs_cifar100_test_goofing","-7.394957983193278"
"11","dnq3rcgq","convolution-std","5508.7143733200355","celeba-small_vs_cifar100_test_goofing","-7.184873949579831"
"11","dnq3rcgq","convolution-std","5524.117030361002","celeba-small_vs_cifar100_test_goofing","-6.974789915966387"
"11","dnq3rcgq","convolution-std","5541.158800484276","celeba-small_vs_cifar100_test_goofing","-6.76470588235294"
"11","dnq3rcgq","convolution-std","5558.740950711849","celeba-small_vs_cifar100_test_goofing","-6.554621848739496"
"11","dnq3rcgq","convolution-std","5575.155778935063","celeba-small_vs_cifar100_test_goofing","-6.344537815126051"
"11","dnq3rcgq","convolution-std","5588.018323076691","celeba-small_vs_cifar100_test_goofing","-6.134453781512605"
"11","dnq3rcgq","convolution-std","5594.315356516536","celeba-small_vs_cifar100_test_goofing","-5.92436974789916"
"11","dnq3rcgq","convolution-std","5590.589232665459","celeba-small_vs_cifar100_test_goofing","-5.7142857142857135"
"11","dnq3rcgq","convolution-std","5573.218000824365","celeba-small_vs_cifar100_test_goofing","-5.504201680672269"
"11","dnq3rcgq","convolution-std","5538.717436770158","celeba-small_vs_cifar100_test_goofing","-5.2941176470588225"
"11","dnq3rcgq","convolution-std","5483.990761424042","celeba-small_vs_cifar100_test_goofing","-5.084033613445378"
"11","dnq3rcgq","convolution-std","5406.483321421436","celeba-small_vs_cifar100_test_goofing","-4.873949579831933"
"11","dnq3rcgq","convolution-std","5304.243147994803","celeba-small_vs_cifar100_test_goofing","-4.663865546218487"
"11","dnq3rcgq","convolution-std","5175.9103615162785","celeba-small_vs_cifar100_test_goofing","-4.453781512605042"
"11","dnq3rcgq","convolution-std","5020.668620224662","celeba-small_vs_cifar100_test_goofing","-4.243697478991596"
"11","dnq3rcgq","convolution-std","4838.182009790721","celeba-small_vs_cifar100_test_goofing","-4.033613445378151"
"11","dnq3rcgq","convolution-std","4628.530170509115","celeba-small_vs_cifar100_test_goofing","-3.8235294117647065"
"11","dnq3rcgq","convolution-std","4392.143523084969","celeba-small_vs_cifar100_test_goofing","-3.613445378151262"
"11","dnq3rcgq","convolution-std","4129.734875535169","celeba-small_vs_cifar100_test_goofing","-3.4033613445378137"
"11","dnq3rcgq","convolution-std","3842.2276651768548","celeba-small_vs_cifar100_test_goofing","-3.193277310924369"
"11","dnq3rcgq","convolution-std","3530.6857785648754","celeba-small_vs_cifar100_test_goofing","-2.9831932773109244"
"11","dnq3rcgq","convolution-std","3196.245051943753","celeba-small_vs_cifar100_test_goofing","-2.77310924369748"
"11","dnq3rcgq","convolution-std","2840.03879235746","celeba-small_vs_cifar100_test_goofing","-2.5630252100840316"
"11","dnq3rcgq","convolution-std","2463.108794671233","celeba-small_vs_cifar100_test_goofing","-2.352941176470587"
"11","dnq3rcgq","convolution-std","2066.306080000512","celeba-small_vs_cifar100_test_goofing","-2.1428571428571423"
"11","dnq3rcgq","convolution-std","1650.2021130678836","celeba-small_vs_cifar100_test_goofing","-1.9327731092436977"
"11","dnq3rcgq","convolution-std","1215.0360333420922","celeba-small_vs_cifar100_test_goofing","-1.722689075630253"
"11","dnq3rcgq","convolution-std","760.7246447173014","celeba-small_vs_cifar100_test_goofing","-1.512605042016805"
"11","dnq3rcgq","convolution-std","286.95895599318334","celeba-small_vs_cifar100_test_goofing","-1.3025210084033603"
"11","dnq3rcgq","convolution-std","-206.61060709335737","celeba-small_vs_cifar100_test_goofing","-1.0924369747899156"
"11","dnq3rcgq","convolution-std","-720.1251978598547","celeba-small_vs_cifar100_test_goofing","-0.882352941176471"
"11","dnq3rcgq","convolution-std","-1253.2744187151065","celeba-small_vs_cifar100_test_goofing","-0.6722689075630264"
"11","dnq3rcgq","convolution-std","-1805.1396283092392","celeba-small_vs_cifar100_test_goofing","-0.4621848739495782"
"11","dnq3rcgq","convolution-std","-2374.180456153664","celeba-small_vs_cifar100_test_goofing","-0.25210084033613356"
"11","dnq3rcgq","convolution-std","-2958.366102279379","celeba-small_vs_cifar100_test_goofing","-0.042016806722688926"
"11","dnq3rcgq","convolution-std","-3555.3971531604698","celeba-small_vs_cifar100_test_goofing","0.1680672268907557"
"11","dnq3rcgq","convolution-std","-4162.942337516722","celeba-small_vs_cifar100_test_goofing","0.37815126050420034"
"11","dnq3rcgq","convolution-std","-4778.829949082111","celeba-small_vs_cifar100_test_goofing","0.5882352941176485"
"11","dnq3rcgq","convolution-std","-5401.166520157472","celeba-small_vs_cifar100_test_goofing","0.7983193277310932"
"11","dnq3rcgq","convolution-std","-6028.385795649032","celeba-small_vs_cifar100_test_goofing","1.0084033613445378"
"11","dnq3rcgq","convolution-std","-6659.246726381038","celeba-small_vs_cifar100_test_goofing","1.2184873949579824"
"11","dnq3rcgq","convolution-std","-7292.79969558175","celeba-small_vs_cifar100_test_goofing","1.4285714285714306"
"11","dnq3rcgq","convolution-std","-7928.337472790894","celeba-small_vs_cifar100_test_goofing","1.6386554621848752"
"11","dnq3rcgq","convolution-std","-8565.34692664392","celeba-small_vs_cifar100_test_goofing","1.8487394957983199"
"11","dnq3rcgq","convolution-std","-9203.463699478312","celeba-small_vs_cifar100_test_goofing","2.0588235294117645"
"11","dnq3rcgq","convolution-std","-9842.437024189288","celeba-small_vs_cifar100_test_goofing","2.268907563025209"
"11","dnq3rcgq","convolution-std","-10482.097077429153","celeba-small_vs_cifar100_test_goofing","2.4789915966386573"
"11","dnq3rcgq","convolution-std","-11122.329347641147","celeba-small_vs_cifar100_test_goofing","2.689075630252102"
"11","dnq3rcgq","convolution-std","-11763.054107972008","celeba-small_vs_cifar100_test_goofing","2.8991596638655466"
"11","dnq3rcgq","convolution-std","-12404.214787372473","celeba-small_vs_cifar100_test_goofing","3.109243697478991"
"11","dnq3rcgq","convolution-std","-13045.770909302277","celeba-small_vs_cifar100_test_goofing","3.319327731092436"
"11","dnq3rcgq","convolution-std","-13687.693981469554","celeba-small_vs_cifar100_test_goofing","3.529411764705884"
"11","dnq3rcgq","convolution-std","-14329.967335526515","celeba-small_vs_cifar100_test_goofing","3.7394957983193287"
"11","dnq3rcgq","convolution-std","-14972.583483179205","celeba-small_vs_cifar100_test_goofing","3.9495798319327733"
"11","dnq3rcgq","convolution-std","-15615.540320749065","celeba-small_vs_cifar100_test_goofing","4.159663865546218"
"11","dnq3rcgq","convolution-std","-16258.83463376854","celeba-small_vs_cifar100_test_goofing","4.3697478991596626"
"11","dnq3rcgq","convolution-std","-16902.455095526453","celeba-small_vs_cifar100_test_goofing","4.579831932773111"
"11","dnq3rcgq","convolution-std","-17546.38224465223","celeba-small_vs_cifar100_test_goofing","4.789915966386555"
"11","dnq3rcgq","convolution-std","-18190.578617091604","celeba-small_vs_cifar100_test_goofing","5"
"11","dnq3rcgq","convolution+std","9432.951781613892","celeba-small_vs_cifar100_test_goofing","-20"
"11","dnq3rcgq","convolution+std","9420.407897342448","celeba-small_vs_cifar100_test_goofing","-19.789915966386555"
"11","dnq3rcgq","convolution+std","9407.908932941411","celeba-small_vs_cifar100_test_goofing","-19.57983193277311"
